






















































































































2025-04-19 00:54:47,http://3,c,3,Nhập kho
2025-04-19 00:59:20,2,b,2,Nhập kho
2025-04-19 01:00:38,1,a,1,Nhập kho
2025-04-19 01:02:09,http://3,c,3,Nhập kho
2025-04-19 01:02:29,2,b,2,Nhập kho
2025-04-19 01:02:54,1,a,1,Nhập kho
2025-04-19 13:49:33,http://3,c,3,Xuất kho
2025-04-19 14:00:54,2,b,2,Xuất kho
2025-04-19 14:03:31,1,a,1,Xuất kho
2025-04-19 14:09:56,1,a,1,Nhập kho
2025-04-20 21:03:55,1,a,1,Xuất kho
2025-04-20 21:04:45,2,b,2,Nhập kho
2025-04-20 21:13:06,http://3,chim,1,Nhập kho
2025-04-20 21:18:59,2,ccu,5,Nhập kho
2025-04-20 21:26:36,1,cc,3,Nhập kho
2025-04-20 21:34:46,1,cc,3,Nhập kho
2025-04-20 21:35:07,2,ccu,5,Nhập kho
2025-04-20 21:37:37,1,cc,3,Nhập kho
2025-04-20 21:37:55,2,ccu,5,Nhập kho
2025-04-20 21:38:50,1,cc,3,Nhập kho
2025-04-20 21:39:14,http://3,chim,1,Nhập kho
2025-04-20 21:39:38,2,ccu,5,Nhập kho
2025-04-20 21:42:47,2,ccu,5,Xuất kho
2025-04-20 21:43:15,http://3,chim,1,Xuất kho
2025-04-20 21:44:08,1,cc,3,Xuất kho
2025-04-20 21:45:02,1,cc,3,Nhập kho
2025-04-20 22:07:53,http://3,chim,1,Nhập kho
2025-04-20 22:23:24,2,ccu,5,Nhập kho
2025-04-20 22:26:15,2,ccu,5,Nhập kho
2025-04-21 00:22:08,http://3,chim,1,Nhập kho
2025-04-21 00:23:54,http://3,chim,1,Nhập kho
2025-04-21 00:26:24,2,ccu,5,Nhập kho
2025-04-21 00:49:35,1,cc,3,Nhập kho
2025-04-21 01:16:51,5,as,6,Nhập kho
2025-04-24 21:39:27,4,mận,6,Nhập kho
2025-04-24 21:42:42,1,táo,3,Nhập kho
2025-04-24 21:43:57,3,chanh,1,Nhập kho
2025-04-24 21:44:23,2,cam,5,Nhập kho
2025-04-24 21:44:59,2,cam,5,Xuất kho
2025-04-24 21:45:18,3,chanh,1,Xuất kho
2025-04-24 21:46:40,1,táo,3,Xuất kho
2025-04-24 21:50:22,6,su,4,Nhập kho
2025-04-24 21:50:52,5,chin,2,Nhập kho
2025-04-24 21:51:14,2,cam,5,Nhập kho
2025-04-24 21:51:40,3,chanh,1,Nhập kho
2025-04-24 21:52:34,3,chanh,1,Xuất kho
2025-04-24 21:52:35,6,su,4,Xuất kho
2025-04-24 21:53:01,2,cam,5,Xuất kho
2025-04-24 21:57:04,5,chin,2,Xuất kho
2025-04-25 18:14:26,4,mận,6,Nhập kho
2025-04-25 18:27:06,6,su,4,Nhập kho
2025-04-25 18:27:33,5,chin,2,Nhập kho
2025-04-25 18:27:54,2,cam,5,Nhập kho
2025-04-25 18:28:13,1,táo,3,Nhập kho
2025-04-25 18:28:40,3,chanh,1,Nhập kho
2025-04-25 18:29:57,4,mận,6,Xuất kho
2025-04-25 18:30:23,5,chin,2,Xuất kho
2025-04-25 18:36:38,6,su,4,Xuất kho
2025-04-25 18:37:04,2,cam,5,Xuất kho
2025-04-25 18:37:46,1,táo,3,Xuất kho
2025-04-25 18:38:53,3,chanh,1,Xuất kho
2025-05-02 20:02:23,4,mận,6,Nhập kho
2025-05-02 20:02:48,2,cam,5,Nhập kho
2025-05-02 20:03:09,6,sầu riêng,4,Nhập kho
2025-05-02 20:03:29,5,Ổi,2,Nhập kho
2025-05-02 20:03:43,1,táo,3,Nhập kho
2025-05-02 20:04:03,3,chanh,1,Nhập kho
2025-05-02 20:05:00,5,Ổi,2,Xuất kho
2025-05-02 20:05:42,6,sầu riêng,4,Xuất kho
2025-05-02 20:14:16,4,mận,6,Xuất kho
2025-05-02 20:14:46,4,mận,6,Nhập kho
2025-05-02 20:42:06,1,táo,3,Xuất kho
2025-05-02 20:42:27,2,cam,5,Xuất kho
2025-05-02 20:45:52,4,mận,6,Xuất kho
2025-05-02 20:46:09,3,chanh,1,Xuất kho
2025-05-02 20:50:40,4,mận,6,Nhập kho
2025-05-02 20:50:56,2,cam,5,Nhập kho
2025-05-02 20:51:10,1,táo,3,Nhập kho
2025-05-02 20:51:32,3,chanh,1,Nhập kho
2025-05-02 20:52:22,6,sầu riêng,4,Nhập kho
2025-05-02 20:53:04,5,Ổi,2,Nhập kho
2025-05-02 20:58:27,5,Ổi,2,Nhập kho
2025-05-02 20:58:43,2,cam,5,Nhập kho
2025-05-02 20:59:02,4,mận,6,Nhập kho
2025-05-02 21:06:49,5,Ổi,2,Xuất kho
2025-05-02 21:07:47,4,mận,6,Xuất kho
2025-05-02 21:30:38,2,cam,5,Xuất kho
2025-05-02 21:31:11,2,cam,5,Nhập kho
2025-05-02 21:35:11,2,cam,5,Xuất kho
2025-05-03 18:01:00,6,sầu riêng,4,Nhập kho
2025-05-03 18:01:18,1,táo,3,Nhập kho
2025-05-03 18:01:38,2,cam,5,Nhập kho
2025-05-03 18:01:54,4,mận,6,Nhập kho
2025-05-03 18:02:16,3,chanh,1,Nhập kho
2025-05-03 18:02:52,4,mận,6,Xuất kho
2025-05-03 18:03:12,2,cam,5,Xuất kho
2025-05-03 18:03:39,2,cam,5,Nhập kho
2025-05-03 18:05:38,2,cam,5,Xuất kho
2025-05-03 18:06:00,6,sầu riêng,4,Xuất kho
2025-05-03 18:06:55,3,chanh,1,Xuất kho
2025-05-03 18:08:29,1,táo,3,Xuất kho
2025-05-04 12:26:57,2,cam,5,Nhập kho
2025-05-04 12:27:13,3,chanh,1,Nhập kho
2025-05-04 12:28:11,2,cam,5,Xuất kho
2025-05-04 12:28:27,3,chanh,1,Xuất kho
2025-05-04 12:28:54,2,cam,5,Nhập kho
2025-05-04 12:29:16,3,chanh,1,Nhập kho
2025-05-04 12:29:34,1,táo,3,Nhập kho
2025-05-04 12:29:52,5,Ổi,2,Nhập kho
2025-05-04 12:30:07,4,mận,6,Nhập kho
2025-05-04 12:30:31,6,sầu riêng,4,Nhập kho
2025-05-04 12:31:13,4,mận,6,Xuất kho
2025-05-04 12:31:38,2,cam,5,Xuất kho
2025-05-04 12:32:14,6,sầu riêng,4,Xuất kho
2025-05-04 12:32:27,3,chanh,1,Xuất kho
2025-05-04 12:32:46,5,Ổi,2,Xuất kho
2025-05-04 12:33:15,1,táo,3,Xuất kho
2025-05-04 12:33:45,5,Ổi,2,Nhập kho
2025-05-04 12:35:05,1,táo,3,Nhập kho
2025-05-04 12:35:55,4,mận,6,Nhập kho
2025-05-04 12:36:54,3,chanh,1,Nhập kho
2025-05-04 12:37:37,2,cam,5,Nhập kho
2025-05-04 12:39:02,6,sầu riêng,4,Nhập kho
2025-05-04 12:41:06,4,mận,6,Xuất kho
2025-05-04 12:41:30,2,cam,5,Xuất kho
2025-05-04 12:42:11,5,Ổi,2,Xuất kho
2025-05-04 12:48:03,6,sầu riêng,4,Xuất kho
2025-05-04 12:48:29,1,táo,3,Xuất kho
2025-05-04 12:48:55,3,chanh,1,Xuất kho
2025-05-04 13:10:08,1,táo,3,Nhập kho
2025-05-04 13:10:29,3,chanh,1,Nhập kho
2025-05-04 13:17:37,1,táo,3,Xuất kho
2025-05-04 13:18:41,5,Ổi,2,Nhập kho
2025-05-04 13:19:37,1,táo,3,Nhập kho
2025-05-04 13:23:14,4,mận,6,Nhập kho
2025-05-04 15:05:49,4,mận,6,Xuất kho
2025-05-04 15:06:16,1,táo,3,Xuất kho
2025-05-04 15:06:38,5,Ổi,2,Xuất kho
2025-05-04 15:06:57,3,chanh,1,Xuất kho
2025-05-04 15:08:25,1,táo,3,Nhập kho
2025-05-04 15:08:42,4,mận,6,Nhập kho
2025-05-04 15:09:02,2,cam,5,Nhập kho
2025-05-04 15:18:19,2,cam,5,Xuất kho
2025-05-04 15:18:46,4,mận,6,Xuất kho
2025-05-04 15:19:12,1,táo,3,Xuất kho
2025-05-04 15:21:09,3,chanh,1,Nhập kho
2025-05-04 15:21:40,5,Ổi,2,Nhập kho
2025-05-04 15:22:11,6,sầu riêng,4,Nhập kho
2025-05-04 15:24:47,6,sầu riêng,4,Xuất kho
2025-05-04 15:25:08,5,Ổi,2,Xuất kho
2025-05-04 15:25:21,3,chanh,1,Xuất kho
2025-05-04 16:01:03,4,mận,6,Nhập kho
2025-05-04 16:01:19,5,Ổi,2,Nhập kho
2025-05-04 16:01:35,2,cam,5,Nhập kho
2025-05-04 16:01:52,3,chanh,1,Nhập kho
2025-05-04 16:03:30,1,quýt,3,Nhập kho
2025-05-04 16:04:18,4,mận,6,Xuất kho
2025-05-04 16:04:38,5,Ổi,2,Xuất kho
2025-05-04 16:04:57,2,cam,5,Xuất kho
2025-05-04 16:05:11,3,chanh,1,Xuất kho
2025-05-04 16:05:39,1,quýt,3,Xuất kho
2025-05-04 16:07:47,3,chanh,1,Nhập kho
2025-05-04 16:08:13,6,sầu riêng,4,Nhập kho
2025-05-04 16:08:35,5,Ổi,2,Nhập kho
2025-05-04 16:08:48,1,quýt,3,Nhập kho
2025-05-04 16:09:06,2,cam,5,Nhập kho
2025-05-04 16:09:22,4,mận,6,Nhập kho
2025-05-04 16:11:08,6,sầu riêng,4,Xuất kho
2025-05-04 16:11:52,6,sầu riêng,4,Nhập kho
2025-05-04 16:39:52,4,mận,6,Xuất kho
2025-05-09 20:36:36,2,cam,5,Xuất kho
2025-05-09 20:36:52,6,sầu riêng,4,Xuất kho
2025-05-09 20:37:21,3,chanh,1,Xuất kho
2025-05-09 20:37:39,5,Ổi,2,Xuất kho
2025-05-09 20:38:06,1,quýt,3,Xuất kho
2025-05-09 20:38:41,3,chanh,1,Nhập kho
2025-05-09 20:39:02,2,cam,5,Nhập kho
2025-05-09 20:39:24,6,sầu riêng,4,Nhập kho
2025-05-09 20:39:45,5,Ổi,2,Nhập kho
2025-05-09 20:40:24,5,Ổi,2,Xuất kho
2025-05-09 20:40:41,6,sầu riêng,4,Xuất kho
2025-05-09 20:41:15,4,mận,6,Nhập kho
2025-05-09 20:41:31,1,quýt,3,Nhập kho
2025-05-09 20:41:47,5,Ổi,2,Nhập kho
2025-05-09 20:42:08,6,sầu riêng,4,Nhập kho
2025-05-09 20:42:58,3,chanh,1,Xuất kho
2025-05-09 20:43:15,6,sầu riêng,4,Xuất kho
2025-05-09 20:43:38,2,cam,5,Xuất kho
2025-05-09 21:13:25,6,sầu riêng,4,Nhập kho
2025-05-09 21:13:50,3,chanh,1,Nhập kho
2025-05-09 21:14:18,6,sầu riêng,4,Xuất kho
2025-05-09 21:14:34,3,chanh,1,Xuất kho
2025-05-09 22:12:05,3,chanh,1,Nhập kho
2025-05-09 22:13:10,6,sầu riêng,4,Nhập kho
2025-05-09 22:13:44,2,cam,5,Nhập kho
2025-05-09 22:14:13,6,sầu riêng,4,Xuất kho
2025-05-09 22:15:03,6,sầu riêng,4,Xuất kho
2025-05-09 22:15:04,4,mận,6,Xuất kho
2025-05-09 22:15:31,2,cam,5,Xuất kho
2025-05-09 22:16:15,5,Ổi,2,Xuất kho
2025-05-09 22:16:35,3,chanh,1,Xuất kho
2025-05-09 22:17:43,1,quýt,3,Xuất kho
